Name,Year,Certificate,Runtime,Genres,Director,Stars,Ratings,Metascore,Votes
Charlie and the Chocolate Factory,2005,PG,115 min,"Adventure, Comedy, Family",Tim Burton,"Johnny Depp,Freddie Highmore,David Kelly,Helena Bonham Carter",6.7,72,481257
West Side Story,2021,PG-13,156 min,"Crime, Drama, Musical",Steven Spielberg,"Ansel Elgort,Rachel Zegler,Ariana DeBose,David Alvarez",7.2,85,82695
Moana,I 2016,PG,107 min,"Animation, Adventure, Comedy",Ron Clements,"John Musker,Don Hall,Chris Williams,Auli'i Cravalho,Dwayne Johnson,Rachel House,Temuera Morrison",7.6,81,335717
Labyrinth,1986,PG,101 min,"Adventure, Family, Fantasy",Jim Henson,"David Bowie,Jennifer Connelly,Toby Froud,Shelley Thompson",7.3,50,138483
The Sound of Music,1965,G,172 min,"Biography, Drama, Family",Robert Wise,"Julie Andrews,Christopher Plummer,Eleanor Parker,Richard Haydn",8.1,63,234842
The Rocky Horror Picture Show,1975,R,100 min,"Comedy, Horror, Musical",Jim Sharman,"Tim Curry,Susan Sarandon,Barry Bostwick,Richard O'Brien",7.4,65,154014
White Christmas,1954,Not Rated,120 min,"Comedy, Musical, Romance",Michael Curtiz,"Bing Crosby,Danny Kaye,Rosemary Clooney,Vera-Ellen",7.5,56,42888
Grease,1978,PG,110 min,"Comedy, Musical, Romance",Randal Kleiser,"John Travolta,Olivia Newton-John,Stockard Channing,Jeff Conaway",7.2,70,277375
Mamma Mia!,2008,PG-13,108 min,"Comedy, Musical, Romance",Phyllida Lloyd,"Meryl Streep,Pierce Brosnan,Amanda Seyfried,Stellan Skarsgård",6.5,51,246990
Moulin Rouge!,2001,PG-13,127 min,"Drama, Musical, Romance",Baz Luhrmann,"Nicole Kidman,Ewan McGregor,John Leguizamo,Jim Broadbent",7.6,66,286131
Aladdin,2019,PG,128 min,"Adventure, Comedy, Family",Guy Ritchie,"Will Smith,Mena Massoud,Naomi Scott,Marwan Kenzari",6.9,53,265973
The Ballad of Buster Scruggs,2018,R,133 min,"Comedy, Drama, Musical",Ethan Coen,"Joel Coen,Tim Blake Nelson,Willie Watson,Clancy Brown,Danny McCarthy",7.3,79,148464
The Lion King,2019,PG,118 min,"Animation, Adventure, Drama",Jon Favreau,"Donald Glover,Beyoncé,Seth Rogen,Chiwetel Ejiofor",6.8,55,245327
Willy Wonka & the Chocolate Factory,1971,G,100 min,"Family, Fantasy, Musical",Mel Stuart,"Gene Wilder,Jack Albertson,Peter Ostrum,Roy Kinnear",7.8,67,202633
The Blues Brothers,1980,R,133 min,"Action, Adventure, Comedy",John Landis,"John Belushi,Dan Aykroyd,Cab Calloway,John Candy",7.9,60,200608
Tangled,2010,PG,100 min,"Animation, Adventure, Comedy",Nathan Greno,"Byron Howard,Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman",7.7,71,453576
Little Shop of Horrors,1986,PG-13,94 min,"Comedy, Horror, Musical",Frank Oz,"Rick Moranis,Ellen Greene,Vincent Gardenia,Levi Stubbs",7.1,81,78037
Peter Pan & Wendy,2023,PG,106 min,"Action, Adventure, Comedy",David Lowery,"Alexander Molony,Ever Anderson,Joshua Pickering,Jacobi Jupe",,,
The Phantom of the Opera,2004,PG-13,143 min,"Drama, Musical, Romance",Joel Schumacher,"Gerard Butler,Emmy Rossum,Patrick Wilson,Miranda Richardson",7.2,40,123948
Hercules,1997,G,93 min,"Animation, Adventure, Comedy",Ron Clements,"John Musker,Tate Donovan,Susan Egan,James Woods,Barbara Barrie",7.3,74,232589
The Little Mermaid,1989,G,83 min,"Animation, Adventure, Comedy",Ron Clements,"John Musker,Jodi Benson,Samuel E. Wright,Rene Auberjonois,Christopher Daniel Barnes",7.6,88,264299
Joker: Folie à Deux,2024,,,"Action, Crime, Drama",Todd Phillips,"Zazie Beetz,Brendan Gleeson,Joaquin Phoenix,Catherine Keener",,,
Flower Drum Song,1961,Approved,133 min,"Comedy, Musical, Romance",Henry Koster,"Nancy Kwan,James Shigeta,Benson Fong,Jack Soo",6.9,,3289
Aladdin,1992,G,90 min,"Animation, Adventure, Comedy",Ron Clements,"John Musker,Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman",8,86,419556
Corpse Bride,2005,PG,77 min,"Animation, Drama, Family",Tim Burton,"Mike Johnson,Johnny Depp,Helena Bonham Carter,Emily Watson,Tracey Ullman",7.3,83,275327
