Name,Year,Certificate,Runtime,Genres,Director,Stars,Ratings,Metascore,Votes
Avatar,2009,PG-13,162 min,"Action, Adventure, Fantasy",James Cameron,"Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez",7.8,83,1246167
The Santa Clause,1994,PG,97 min,"Comedy, Drama, Family",John Pasquin,"Tim Allen,Judge Reinhold,Wendy Crewson,Eric Lloyd",6.5,57,117334
Spider-Man: No Way Home,2021,PG-13,148 min,"Action, Adventure, Fantasy",Jon Watts,"Tom Holland,Zendaya,Benedict Cumberbatch,Jacob Batalon",8.3,71,745375
Elf,2003,PG,97 min,"Adventure, Comedy, Family",Jon Favreau,"Will Ferrell,James Caan,Bob Newhart,Zooey Deschanel",7,64,267781
The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,178 min,"Action, Adventure, Drama",Peter Jackson,"Elijah Wood,Ian McKellen,Orlando Bloom,Sean Bean",8.8,92,1865782
Wendell & Wild,2022,PG-13,105 min,"Animation, Adventure, Comedy",Henry Selick,"Lyric Ross,Keegan-Michael Key,Jordan Peele,Angela Bassett",6.5,69,6627
Doctor Strange in the Multiverse of Madness,2022,PG-13,126 min,"Action, Adventure, Fantasy",Sam Raimi,"Benedict Cumberbatch,Elizabeth Olsen,Chiwetel Ejiofor,Benedict Wong",6.9,60,405398
Barbie,2023,,,"Adventure, Comedy, Fantasy",Greta Gerwig,"Margot Robbie,Ryan Gosling,Will Ferrell,Emma Mackey",,,
Three Thousand Years of Longing,2022,R,108 min,"Drama, Fantasy, Romance",George Miller,"Tilda Swinton,Idris Elba,Erdil Yasaroglu,Sarah Houbolt",6.7,60,29568
Aquaman,2018,PG-13,143 min,"Action, Adventure, Fantasy",James Wan,"Jason Momoa,Amber Heard,Willem Dafoe,Patrick Wilson",6.8,55,473345
Puss in Boots: The Last Wish,2022,PG,100 min,"Animation, Adventure, Comedy",Joel Crawford,"Januel Mercado,Antonio Banderas,Salma Hayek,Harvey Guillén,Florence Pugh",,,
How the Grinch Stole Christmas,2000,PG,104 min,"Comedy, Family, Fantasy",Ron Howard,"Jim Carrey,Taylor Momsen,Kelley,Jeffrey Tambor",6.2,46,247190
"Lyle, Lyle, Crocodile",2022,PG,106 min,"Animation, Adventure, Comedy",Josh Gordon,"Will Speck,Javier Bardem,Winslow Fegley,Shawn Mendes,Constance Wu",6.2,51,3013
Dracula,1992,R,128 min,"Drama, Fantasy, Horror",Francis Ford Coppola,"Gary Oldman,Winona Ryder,Anthony Hopkins,Keanu Reeves",7.4,57,219525
The Princess Bride,1987,PG,98 min,"Adventure, Family, Fantasy",Rob Reiner,"Cary Elwes,Mandy Patinkin,Robin Wright,Chris Sarandon",8,77,427741
Eternals,2021,PG-13,156 min,"Action, Adventure, Fantasy",Chloé Zhao,"Gemma Chan,Richard Madden,Angelina Jolie,Salma Hayek",6.3,52,338921
Shazam! Fury of the Gods,2023,PG-13,,"Action, Adventure, Comedy",David F. Sandberg,"Helen Mirren,Zachary Levi,Diedrich Bader,Grace Caroline Currey",,,
DC League of Super-Pets,2022,PG,105 min,"Animation, Action, Adventure",Jared Stern,"Sam J. Levine,Dwayne Johnson,Kevin Hart,Kate McKinnon,John Krasinski",7.3,56,61179
My Father's Dragon,2022,PG,99 min,"Animation, Adventure, Comedy",Nora Twomey,"Judy Greer,Jacob Tremblay,Charlyne Yi,Ian McShane",6.6,74,1054
The Little Mermaid,2023,,,"Adventure, Family, Fantasy",Rob Marshall,"Halle Bailey,Jonah Hauer-King,Melissa McCarthy,Javier Bardem",,,
Willow,1988,PG,126 min,"Action, Adventure, Drama",Ron Howard,"Val Kilmer,Joanne Whalley,Warwick Davis,Jean Marsh",7.2,47,115839
The VVitch: A New-England Folktale,2015,R,92 min,"Drama, Fantasy, Horror",Robert Eggers,"Anya Taylor-Joy,Ralph Ineson,Kate Dickie,Julian Richings",6.9,83,263176
The Super Mario Bros. Movie,2023,PG,,"Animation, Adventure, Comedy",Aaron Horvath,"Michael Jelenic,Chris Pratt,Anya Taylor-Joy,Charlie Day,Jack Black",,,
R.I.P.D.,2013,PG-13,96 min,"Action, Adventure, Comedy",Robert Schwentke,"Ryan Reynolds,Jeff Bridges,Mary-Louise Parker,Kevin Bacon",5.6,25,134712
Constantine,2005,R,121 min,"Action, Fantasy, Horror",Francis Lawrence,"Keanu Reeves,Rachel Weisz,Djimon Hounsou,Shia LaBeouf",7,50,348312
Encanto,2021,PG,102 min,"Animation, Comedy, Family",Jared Bush,"Byron Howard,Charise Castro Smith,Stephanie Beatriz,María Cecilia Botero,John Leguizamo,Mauro Castillo",7.2,75,218905
Pinocchio,I 2022,PG,105 min,"Adventure, Comedy, Drama",Robert Zemeckis,"Joseph Gordon-Levitt,Tom Hanks,Benjamin Evan Ainsworth,Angus Wright",5.1,38,31593
The Santa Clause 2,2002,G,104 min,"Comedy, Family, Fantasy",Michael Lembeck,"Tim Allen,Spencer Breslin,Elizabeth Mitchell,Eric Lloyd",5.7,48,57784
Twilight,I 2008,PG-13,122 min,"Drama, Fantasy, Romance",Catherine Hardwicke,"Kristen Stewart,Robert Pattinson,Billy Burke,Sarah Clarke",5.3,56,463257
Addams Family Values,1993,PG-13,94 min,"Comedy, Fantasy",Barry Sonnenfeld,"Anjelica Huston,Raul Julia,Christopher Lloyd,Joan Cusack",6.8,61,95618
Interview with the Vampire: The Vampire Chronicles,1994,R,123 min,"Drama, Fantasy, Horror",Neil Jordan,"Brad Pitt,Tom Cruise,Antonio Banderas,Kirsten Dunst",7.5,59,325428
The Polar Express,2004,G,100 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Tom Hanks,Chris Coppola,Michael Jeter,Leslie Zemeckis",6.6,61,208463
Free Guy,2021,PG-13,115 min,"Action, Adventure, Comedy",Shawn Levy,"Ryan Reynolds,Jodie Comer,Taika Waititi,Lil Rel Howery",7.1,62,367139
Ghostbusters,1984,PG,105 min,"Action, Comedy, Fantasy",Ivan Reitman,"Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis",7.8,71,416028
Fantastic Beasts: The Secrets of Dumbledore,2022,PG-13,142 min,"Adventure, Family, Fantasy",David Yates,"Eddie Redmayne,Jude Law,Ezra Miller,Dan Fogler",6.2,47,135873
