Name,Year,Certificate,Runtime,Genres,Director,Stars,Ratings,Metascore,Votes
Lost Bullet 2: Back for More,2022,TV-MA,98 min,"Action, Crime, Thriller",Guillaume Pierret,"Alban Lenoir,Stéfi Celma,Sébastien Lalanne,Jérôme Niel",6.3,,2021
American Psycho,2000,R,102 min,"Crime, Drama, Horror",Mary Harron,"Christian Bale,Justin Theroux,Josh Lucas,Bill Sage",7.6,64,614541
Lost Bullet,2020,TV-MA,92 min,"Action, Crime, Thriller",Guillaume Pierret,"Alban Lenoir,Nicolas Duvauchelle,Ramzy Bedia,Stéfi Celma",6.3,78,11296
The Wolf of Wall Street,2013,R,180 min,"Biography, Comedy, Crime",Martin Scorsese,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey",8.2,75,1397802
Pulp Fiction,1994,R,154 min,"Crime, Drama",Quentin Tarantino,"John Travolta,Uma Thurman,Samuel L. Jackson,Bruce Willis",8.9,94,2039131
Drishyam 2,2022,,140 min,"Crime, Drama, Mystery",Abhishek Pathak,"Ajay Devgn,Tabu,Akshaye Khanna,Shriya Saran",8.9,,13792
The Dark Knight,2008,PG-13,152 min,"Action, Crime, Drama",Christopher Nolan,"Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine",9,84,2637033
John Wick,2014,R,101 min,"Action, Crime, Thriller",Chad Stahelski,"David Leitch,Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe",7.4,68,629786
Ambulance,2022,R,136 min,"Action, Crime, Drama",Michael Bay,"Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Garret Dillahunt",6.1,55,69025
The Unbearable Weight of Massive Talent,2022,R,107 min,"Action, Comedy, Crime",Tom Gormican,"Nicolas Cage,Pedro Pascal,Tiffany Haddish,Sharon Horgan",7,68,82888
Killers of the Flower Moon,2023,,,"Crime, Drama, History",Martin Scorsese,"Leonardo DiCaprio,Robert De Niro,Lily Gladstone,Jesse Plemons",,,
Goodfellas,1990,R,145 min,"Biography, Crime, Drama",Martin Scorsese,"Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco",8.7,90,1154584
Decision to Leave,2022,,139 min,"Crime, Drama, Mystery",Park Chan-wook,"Park Hae-il,Tang Wei,Lee Jung-hyun,Go Kyung-Pyo",7.3,84,15954
"Confess, Fletch",2022,R,98 min,"Comedy, Crime",Greg Mottola,"Jon Hamm,Caitlin Zerra Rose,Roy Wood Jr.,Ayden Mayeri",6.5,64,7270
Joker,I 2019,R,122 min,"Crime, Drama, Thriller",Todd Phillips,"Joaquin Phoenix,Robert De Niro,Zazie Beetz,Frances Conroy",8.4,59,1268214
Death on the Nile,2022,PG-13,127 min,"Crime, Drama, Mystery",Kenneth Branagh,"Tom Bateman,Annette Bening,Kenneth Branagh,Russell Brand",6.3,52,145206
Lou,I 2022,R,107 min,"Action, Crime, Drama",Anna Foerster,"Allison Janney,Jurnee Smollett,Logan Marshall-Green,Ridley Asha Bateman",6.1,51,22348
The Gentlemen,2019,R,113 min,"Action, Comedy, Crime",Guy Ritchie,"Matthew McConaughey,Charlie Hunnam,Michelle Dockery,Jeremy Strong",7.8,51,337629
Shazam! Fury of the Gods,2023,PG-13,,"Action, Adventure, Comedy",David F. Sandberg,"Helen Mirren,Zachary Levi,Diedrich Bader,Grace Caroline Currey",,,
Se7en,1995,R,127 min,"Crime, Drama, Mystery",David Fincher,"Morgan Freeman,Brad Pitt,Kevin Spacey,Andrew Kevin Walker",8.6,65,1642108
DC League of Super-Pets,2022,PG,105 min,"Animation, Action, Adventure",Jared Stern,"Sam J. Levine,Dwayne Johnson,Kevin Hart,Kate McKinnon,John Krasinski",7.3,56,61179
John Wick: Chapter 3 - Parabellum,2019,R,130 min,"Action, Crime, Thriller",Chad Stahelski,"Keanu Reeves,Halle Berry,Ian McShane,Laurence Fishburne",7.4,73,343076
Taxi Driver,1976,R,114 min,"Crime, Drama",Martin Scorsese,"Robert De Niro,Jodie Foster,Cybill Shepherd,Albert Brooks",8.2,94,828507
R.I.P.D.,2013,PG-13,96 min,"Action, Adventure, Comedy",Robert Schwentke,"Ryan Reynolds,Jeff Bridges,Mary-Louise Parker,Kevin Bacon",5.6,25,134712
The Silence of the Lambs,1991,R,118 min,"Crime, Drama, Thriller",Jonathan Demme,"Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,Kasi Lemmons",8.6,85,1425360
Prisoners,2013,R,153 min,"Crime, Drama, Mystery",Denis Villeneuve,"Hugh Jackman,Jake Gyllenhaal,Viola Davis,Melissa Leo",8.1,70,708036
Emily the Criminal,2022,R,97 min,"Crime, Drama, Thriller",John Patton Ford,"Aubrey Plaza,Theo Rossi,Bernardo Badillo,John Billingsley",6.7,75,16380
The Godfather Part II,1974,R,202 min,"Crime, Drama",Francis Ford Coppola,"Al Pacino,Robert De Niro,Robert Duvall,Diane Keaton",9,90,1264509
Zootopia,2016,PG,108 min,"Animation, Adventure, Comedy",Byron Howard,"Rich Moore,Jared Bush,Ginnifer Goodwin,Jason Bateman,Idris Elba,Jenny Slate",8,78,498020
The Departed,2006,R,151 min,"Crime, Drama, Thriller",Martin Scorsese,"Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg",8.5,85,1319157
Léon: The Professional,1994,R,110 min,"Action, Crime, Drama",Luc Besson,"Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello",8.5,64,1155974
Overdose,II 2022,,119 min,"Action, Crime, Thriller",Olivier Marchal,"Sofia Essaïdi,Assaad Bouab,Alberto Ammann,Nicolas Cazalé",5.5,,1015
Home Alone 2: Lost in New York,1992,PG,120 min,"Adventure, Comedy, Crime",Chris Columbus,"Macaulay Culkin,Joe Pesci,Daniel Stern,Catherine O'Hara",6.8,46,354534
No Country for Old Men,2007,R,122 min,"Crime, Drama, Thriller",Ethan Coen,"Joel Coen,Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson",8.2,92,968828
In Bruges,2008,R,107 min,"Comedy, Crime, Drama",Martin McDonagh,"Colin Farrell,Brendan Gleeson,Ciarán Hinds,Elizabeth Berrington",7.9,67,426952
Freeway,1996,R,102 min,"Crime, Drama, Thriller",Matthew Bright,"Reese Witherspoon,Kiefer Sutherland,Bokeem Woodbine,Paul Perri",6.8,61,28895
Fast X,2023,,,"Action, Crime, Mystery",Louis Leterrier,"Jason Momoa,Charlize Theron,Alan Ritchson,Helen Mirren",,,
